student_id,age,gender,graduation_percentage,graduation_stream,prep_months,daily_study_hours,mock_tests_attempted,revision_cycles,attempt_number,ncert_read,standard_books,coaching,online_resources,gs_history,gs_geography,gs_polity,gs_economy,gs_sciencetech,gs_environment,gs_currentaffairs,gs_artculture,gs_total_score,csat_comprehension,csat_logicalreasoning,csat_quantitative,csat_datainterpretation,csat_decisionmaking,csat_total_score,csat_qualified,weekly_quizzes,avg_quiz_score,study_streak_days,test_attendance_percent,target,gs_history_pct,gs_geography_pct,gs_polity_pct,gs_economy_pct,gs_sciencetech_pct,gs_environment_pct,gs_currentaffairs_pct,gs_artculture_pct,csat_comprehension_pct,csat_logicalreasoning_pct,csat_quantitative_pct,csat_datainterpretation_pct,csat_decisionmaking_pct,gs_average_pct,csat_average_pct,overall_score,performance_category,weak_subjects_count,very_weak_subjects,strong_subjects_count,weakest_subject,weakest_subject_score,strongest_subject,strongest_subject_score,study_efficiency,mock_efficiency,subject_variance,consistency_score,improvement_needed,quick_wins_count,estimated_hours_needed,test_readiness,streak_quality,revision_effectiveness,weekly_study_hours,preparation_intensity,csat_risk,overall_risk,qualification_probability,gender_encoded,coaching_encoded,graduation_stream_encoded,target_encoded,has_coaching,regular_quiz_taker,high_mock_tester,consistent_student,ncert_reader,standard_books_user
769,26,Female,55,Engineering,16,10.3,66,3,4,1,1,0,1,14.1,13.0,14.8,19.9,12.8,11.5,13.2,15.7,110.5,19.0,15.7,12.3,14.2,3.7,62.2,0,7,67.4,13,80.7,0,56.4,52.0,59.2,79.6,51.2,46.0,52.8,62.8,53.8243626062323,53.220338983050844,40.728476821192054,54.826254826254825,16.017316017316016,57.50000000000001,43.72334985080921,53.36700495524276,Average,1,0,1,environment,46.0,economy,79.6,4.7227438013489165,0.7965224620185487,106.41142857142854,82.89040284088038,16.632995044757237,6,33.265990089514474,74.05000000000001,133.9,2.0220000000000002,72.10000000000001,164.8,Medium,Medium,0.5558823081999898,0,0,2,0,1,1,1,0,1,1
770,23,Female,62,Science,35,4.2,62,6,6,1,1,1,1,13.1,11.4,15.0,16.9,15.0,8.3,19.0,16.0,115.3,19.6,11.4,0.2,15.0,12.5,57.7,0,5,81.6,44,46.5,0,52.4,45.6,60.0,67.6,60.0,33.2,76.0,64.0,55.524079320113316,38.64406779661017,0.6622516556291391,57.91505791505792,54.112554112554115,57.35,41.37160215999293,52.55648064799787,Average,2,1,1,environment,33.2,currentaffairs,76.0,10.10701550923036,0.8342298515555218,179.56285714285713,71.12858842607693,17.443519352002127,2,34.887038704004254,64.05,184.8,4.896,29.400000000000002,147.0,Medium,Medium,0.5425051729738554,0,1,4,0,1,1,1,1,1,1
771,28,Female,77,Science,20,6.9,50,4,6,1,1,1,1,8.5,8.9,11.9,19.6,13.5,8.5,7.5,15.9,93.7,23.2,17.9,16.7,10.5,19.3,86.8,1,10,56.4,19,45.4,0,34.0,35.6,47.6,78.4,54.0,34.0,30.0,63.6,65.72237960339945,60.67796610169491,55.298013245033104,40.54054054054054,83.54978354978356,47.150000000000006,61.15773660809032,51.3523209824271,Average,5,3,1,currentaffairs,30.0,economy,78.4,6.500293795243937,1.0069082545573942,295.38000000000005,52.50667266938932,18.647679017572898,2,37.295358035145796,50.9,131.1,2.256,48.300000000000004,138.0,Low,Medium,0.5225234294703359,0,1,4,0,1,1,1,0,1,1
772,33,Male,57,Arts,43,6.8,1,9,6,1,1,0,1,11.9,19.6,10.4,11.6,13.0,16.5,11.9,13.7,108.2,25.6,8.8,9.3,15.1,10.0,67.7,1,7,75.6,21,34.3,1,47.6,78.4,41.6,46.4,52.0,66.0,47.6,54.8,72.52124645892353,29.830508474576273,30.79470198675497,58.30115830115831,43.290043290043286,54.300000000000004,46.94753170229127,52.09425951068738,Average,4,0,1,polity,41.6,geography,78.4,6.678751219318895,26.04712975534369,148.10285714285718,76.18695418483179,17.90574048931262,6,35.81148097862524,54.949999999999996,142.79999999999998,6.803999999999999,47.6,292.4,Medium,Medium,0.5348477363437399,1,0,0,1,1,1,0,0,1,1
773,21,Male,58,Medical,11,8.9,81,6,4,1,1,0,0,18.7,11.7,13.3,8.5,13.0,10.8,14.8,9.9,97.9,16.4,17.5,7.5,13.1,10.8,67.1,1,2,50.9,40,57.5,0,74.8,46.8,53.2,34.0,52.0,43.2,59.2,39.6,46.45892351274787,59.32203389830508,24.834437086092716,50.57915057915058,46.75324675324675,50.35,45.5895583659086,48.921867509772575,Average,4,1,0,economy,34.0,history,74.8,4.941602778764906,0.5966081403630802,161.94,73.9621185323343,21.078132490227425,5,42.15626498045485,54.2,356.0,3.0540000000000003,62.300000000000004,97.9,Medium,Medium,0.4820388569001183,1,0,3,0,1,0,1,1,1,1
774,26,Male,79,Arts,25,7.1,63,7,4,1,1,0,0,15.0,6.7,11.5,8.2,14.8,16.6,7.6,17.0,98.1,22.8,11.6,19.0,16.5,11.6,82.3,1,5,47.5,19,36.8,0,60.0,26.8,46.0,32.8,59.2,66.4,30.4,68.0,64.58923512747876,39.32203389830508,62.913907284768214,63.70656370656371,50.21645021645021,48.7,56.1496380467132,50.934891414013954,Average,4,3,0,geography,26.8,artculture,68.0,6.288258199260982,0.795857678343968,285.4742857142857,54.09938487405766,19.065108585986046,2,38.13021717197209,42.15,134.9,3.3249999999999997,49.699999999999996,177.5,Low,Medium,0.5155764816018681,1,0,0,0,1,1,1,0,1,1
775,24,Female,92,Engineering,12,5.3,73,7,4,1,0,0,1,3.4,8.9,12.9,14.4,11.2,7.0,8.0,15.7,79.3,21.0,8.1,12.6,16.4,13.8,70.6,1,6,59.8,47,59.4,0,13.6,35.6,51.6,57.6,44.8,28.0,32.0,62.8,59.4900849858357,27.45762711864407,41.72185430463576,63.32046332046332,59.74025974025974,40.75,50.34605789396772,43.62881736819031,Needs Improvement,5,3,0,history,13.6,artculture,62.8,6.9252091060619545,0.5895786130836529,272.4314285714285,56.19650953927573,26.37118263180969,3,52.74236526361938,59.599999999999994,249.1,4.186,37.1,63.599999999999994,Low,Medium,0.39538175106838996,0,0,2,0,1,1,1,1,1,0
776,21,Male,69,Science,21,8.6,68,0,3,1,1,1,1,16.2,6.8,12.9,14.2,17.1,15.2,11.0,10.8,104.4,21.6,20.0,13.3,15.7,17.9,89.1,1,4,61.4,16,30.7,1,64.8,27.2,51.6,56.8,68.4,60.8,44.0,43.2,61.189801699716725,67.79661016949152,44.039735099337754,60.61776061776062,77.48917748917748,52.099999999999994,62.226617015096814,55.13798510452904,Average,3,1,0,geography,27.2,sciencetech,68.4,5.743540115055108,0.7991012333989715,184.26285714285717,70.3728885193335,14.862014895470963,4,29.724029790941927,46.05,137.6,0.0,60.199999999999996,180.6,Low,Low,0.5848055272240347,1,1,4,1,1,1,1,0,1,1
777,27,Female,75,Arts,7,10.3,8,7,6,1,1,0,0,15.8,13.1,9.1,7.7,4.0,11.5,14.9,10.0,87.5,18.0,11.6,12.2,8.6,15.9,68.9,1,5,81.9,8,40.9,0,63.2,52.4,36.4,30.8,16.0,46.0,59.6,40.0,50.991501416430594,39.32203389830508,40.397350993377486,33.204633204633204,68.83116883116884,43.050000000000004,46.549337668783046,44.099801300634915,Needs Improvement,5,2,0,sciencetech,16.0,history,63.2,3.9026372832420275,4.899977922292768,244.47714285714287,60.69120126424689,25.900198699365085,4,51.80039739873017,61.400000000000006,82.4,5.7330000000000005,72.10000000000001,72.10000000000001,Medium,Medium,0.402911939961863,0,0,0,0,1,1,0,0,1,1
778,29,Male,89,Engineering,25,7.2,1,5,3,1,1,0,1,9.2,4.2,10.4,11.5,17.5,13.8,12.9,5.7,84.5,20.6,23.8,13.0,14.6,10.7,81.0,1,6,65.3,12,95.3,0,36.8,16.8,41.6,46.0,70.0,55.2,51.6,22.8,58.35694050991502,80.67796610169492,43.046357615894046,56.37065637065637,46.32034632034631,42.6,56.954453383701335,46.9063360151104,Average,5,2,0,geography,16.8,sciencetech,70.0,5.720284879891512,23.4531680075552,299.2,51.89246551114255,23.093663984889602,4,46.187327969779204,80.3,86.4,3.265,50.4,180.0,Low,Medium,0.448620929263613,1,0,2,0,1,1,0,0,1,1
779,33,Male,68,Arts,32,5.1,33,3,2,1,0,0,0,11.2,4.7,12.5,8.6,11.9,10.3,8.3,12.5,81.8,12.2,15.6,1.8,15.0,10.1,52.1,0,8,44.5,19,85.7,0,44.8,18.8,50.0,34.4,47.6,41.2,33.2,50.0,34.56090651558073,52.88135593220339,5.960264900662252,57.91505791505792,43.72294372294372,40.0,39.0081057972896,39.70243173918688,Needs Improvement,6,3,0,geography,18.8,polity,50.0,6.508595367079816,1.16771858056432,115.61142857142855,81.4111604702337,30.297568260813122,5,60.595136521626245,65.1,96.89999999999999,1.335,35.699999999999996,163.2,Medium,High,0.3348111039109031,1,0,0,0,1,1,0,0,1,0
780,24,Female,90,Engineering,27,5.8,59,7,4,0,1,0,1,9.3,11.7,9.5,12.7,14.4,12.1,7.8,18.0,94.4,24.3,20.8,8.6,19.0,13.7,84.2,1,7,74.9,25,46.5,0,37.2,46.8,38.0,50.8,57.6,48.4,31.2,72.0,68.83852691218131,70.50847457627118,28.47682119205298,73.35907335907336,59.3073593073593,47.75,60.09805106938764,51.45441532081629,Average,5,1,0,currentaffairs,31.2,artculture,72.0,7.566825782472984,0.8575735886802714,167.99714285714285,72.98820740631848,18.545584679183712,4,37.091169358367424,60.7,145.0,5.243,40.6,156.6,Low,Medium,0.5242212820761617,0,0,2,0,1,1,1,0,0,1
781,24,Male,66,Medical,30,6.1,60,2,5,1,1,1,0,10.6,17.0,12.6,10.1,12.6,16.2,9.1,14.8,103.9,21.3,18.6,12.5,16.3,12.9,82.4,1,4,65.8,17,80.3,0,42.4,68.0,50.4,40.4,50.4,64.8,36.4,59.2,60.339943342776216,63.05084745762712,41.390728476821195,62.934362934362944,55.84415584415584,51.5,56.71200761114867,53.06360228334459,Average,3,0,0,currentaffairs,36.4,geography,68.0,7.47374680047107,0.8698951193990917,134.98285714285717,78.29648243514532,16.936397716655406,5,33.87279543331081,73.05,103.69999999999999,1.3159999999999998,42.699999999999996,183.0,Low,Medium,0.5508832819686377,1,1,3,0,1,1,1,0,1,1
782,26,Female,71,Engineering,36,6.6,30,3,1,1,1,0,0,15.7,10.7,10.3,10.7,11.7,14.5,7.8,17.7,97.1,27.4,15.2,10.3,8.6,13.1,77.6,1,6,58.2,25,76.8,0,62.8,42.8,41.2,42.8,46.8,58.0,31.2,70.8,77.62039660056658,51.52542372881356,34.105960264900666,33.204633204633204,56.709956709956714,49.550000000000004,50.63327410177415,49.87498223053225,Average,5,1,0,currentaffairs,31.2,artculture,70.8,6.562497661912138,1.6088703945332983,171.95142857142855,72.35240882216475,20.125017769467753,5,40.25003553893551,67.5,165.0,1.7460000000000002,46.199999999999996,237.6,Low,Medium,0.4979163825702565,0,0,2,0,1,1,0,0,1,1
783,32,Female,93,Arts,47,8.9,9,5,2,1,1,1,0,12.9,9.6,14.2,20.3,18.1,13.1,11.7,12.4,113.8,27.4,19.4,5.3,23.8,14.3,91.9,1,4,84.1,52,42.4,1,51.6,38.4,56.8,81.2,72.4,52.4,46.8,49.6,77.62039660056658,65.76271186440678,17.549668874172188,91.8918918918919,61.904761904761905,56.15,62.945886227159875,58.18876586814796,Average,3,0,1,geography,38.4,economy,81.2,5.877653117994743,5.818876586814796,196.02000000000004,68.48249027237352,11.81123413185204,5,23.62246826370408,63.25,462.8,4.205,62.300000000000004,418.3,Low,Low,0.6331879543136881,0,1,0,1,1,1,0,1,1,1
784,23,Male,63,Engineering,27,8.6,75,6,1,1,1,0,1,9.2,15.0,12.0,13.4,19.9,11.2,15.2,10.7,107.9,18.9,20.4,13.7,19.6,6.9,82.1,1,5,48.5,26,56.0,1,36.8,60.0,48.0,53.6,79.6,44.8,60.8,42.8,53.54107648725213,69.15254237288136,45.36423841059602,75.67567567567568,29.87012987012987,53.300000000000004,54.72073256330701,53.72621976899211,Average,4,0,1,history,36.8,sciencetech,79.6,5.596481225936678,0.7069239443288435,182.25142857142853,70.69630051589726,16.27378023100789,4,32.54756046201578,52.25,223.6,2.91,60.199999999999996,232.2,Low,Medium,0.5617862541439232,1,0,2,1,1,1,1,0,1,1
785,33,Male,89,Science,12,9.3,35,3,1,1,1,0,1,10.7,11.1,10.6,13.3,9.4,14.1,11.2,17.2,98.3,17.6,17.5,14.1,10.6,12.8,68.2,1,10,90.2,34,94.0,0,42.8,44.4,42.4,53.2,37.6,56.4,44.8,68.8,49.85835694050992,59.32203389830508,46.688741721854306,40.92664092664093,55.41125541125541,48.800000000000004,50.44140577971312,49.29242173391394,Average,5,0,0,sciencetech,37.6,artculture,68.8,4.785672013001353,1.369233937053165,102.12571428571427,83.57949090174064,20.70757826608606,6,41.41515653217212,92.1,316.20000000000005,2.706,65.10000000000001,111.60000000000001,Low,Medium,0.48820921520892163,1,0,4,0,1,1,0,1,1,1
786,32,Male,67,Engineering,16,7.1,84,3,4,1,1,0,0,11.7,15.1,14.6,5.4,14.5,10.8,11.8,14.2,97.5,14.8,11.6,1.3,10.8,9.8,46.6,0,3,58.4,26,81.7,0,46.8,60.4,58.4,21.6,58.0,43.2,47.2,56.8,41.926345609065166,39.32203389830508,4.304635761589404,41.698841698841704,42.42424242424242,49.05,33.93521987840876,44.51556596352262,Needs Improvement,4,1,0,economy,21.6,geography,60.4,5.495748884385509,0.5237125407473249,164.65999999999994,73.52477730970834,25.48443403647738,6,50.96886807295476,70.05,184.6,1.7519999999999998,49.699999999999996,113.6,Medium,Medium,0.40959764551684225,1,0,2,0,1,0,1,0,1,1
787,26,Female,69,Commerce,44,10.4,48,6,5,1,1,1,1,20.3,18.9,13.0,16.8,12.7,23.8,14.4,13.8,131.6,17.8,19.3,11.4,16.7,9.6,72.6,1,3,65.4,14,83.2,1,81.2,75.6,52.0,67.2,50.8,95.2,57.6,55.2,50.42492917847026,65.42372881355932,37.748344370860934,64.47876447876449,41.55844155844156,66.85000000000001,51.92684168001931,62.37305250400579,Good,0,0,3,sciencetech,50.8,environment,95.2,5.471320395088227,1.272919438857261,255.10571428571433,58.982262873313445,7.626947495994209,4,15.253894991988417,74.30000000000001,145.6,3.9240000000000004,72.8,457.6,Low,Low,0.6952691623191605,0,1,1,1,1,0,0,0,1,1
788,27,Male,72,Engineering,32,5.8,69,5,1,1,1,1,0,13.6,13.5,11.9,10.0,12.9,11.3,11.9,19.0,103.5,29.0,7.5,21.8,10.2,15.5,85.1,1,6,91.1,16,69.5,0,54.4,54.0,47.6,40.0,51.6,45.2,47.6,76.0,82.1529745042493,25.423728813559322,72.18543046357617,39.38223938223938,67.0995670995671,52.050000000000004,57.24878805263826,53.609636415791485,Average,4,0,1,economy,40.0,artculture,76.0,7.883770061145807,0.7658519487970212,116.40857142857143,81.28299009091369,16.390363584208515,7,32.78072716841703,80.3,92.8,4.555,40.6,185.6,Low,Medium,0.5598719594012507,1,1,2,0,1,1,1,0,1,1
789,31,Male,87,Science,43,7.8,48,7,6,0,1,1,1,15.2,16.6,9.9,11.7,16.4,12.9,12.4,14.5,111.3,26.1,23.7,13.3,17.5,14.4,94.6,1,4,81.9,23,76.6,1,60.8,66.4,39.6,46.8,65.6,51.6,49.6,58.0,73.93767705382437,80.33898305084746,44.039735099337754,67.56756756756756,62.33766233766234,54.80000000000001,65.64432502184789,58.05329750655437,Average,3,0,0,polity,39.6,geography,66.4,6.596965625744814,1.1847611736031505,89.96571428571427,85.53466342642147,11.946702493445628,4,23.893404986891255,79.25,179.4,5.7330000000000005,54.6,335.4,Low,Low,0.6310878416062401,1,1,4,1,1,1,0,0,0,1
790,30,Male,60,Science,27,10.2,2,0,1,1,1,1,1,16.0,11.5,6.8,6.7,13.4,12.8,5.6,7.4,80.4,15.4,18.5,9.3,11.6,6.0,54.8,0,6,44.1,35,65.6,0,64.0,46.0,27.2,26.8,53.6,51.2,22.4,29.6,43.62606232294618,62.71186440677966,30.79470198675497,44.78764478764479,25.97402597402597,40.1,41.578859895630316,40.5436579686891,Needs Improvement,5,4,0,currentaffairs,22.4,history,64.0,3.6199694614900984,13.514552656229698,239.76000000000002,61.449657523233746,29.456342031310903,3,58.91268406262181,54.849999999999994,357.0,0.0,71.39999999999999,275.4,Medium,Medium,0.34741467489958405,1,1,4,0,1,1,0,1,1,1
791,30,Female,81,Arts,16,5.6,73,9,2,1,1,0,1,15.5,17.0,14.3,11.4,17.4,15.1,14.7,14.9,118.0,19.2,21.8,15.6,19.2,21.1,98.4,1,6,71.8,33,81.9,1,62.0,68.0,57.2,45.6,69.6,60.4,58.8,59.6,54.39093484419264,73.89830508474576,51.65562913907284,74.13127413127413,91.34199134199135,60.15,69.08362690825535,62.8300880724766,Good,1,0,0,economy,45.6,sciencetech,69.6,9.519710314011606,0.8490552442226568,53.848571428571404,91.34183821131116,7.169911927523401,4,14.339823855046802,76.85,184.79999999999998,6.462,39.199999999999996,89.6,Low,Low,0.7016859617685327,0,0,0,1,1,1,1,1,1,1
792,23,Male,77,Engineering,37,4.8,4,6,5,1,0,1,1,9.9,12.2,5.5,15.6,8.6,11.2,7.1,6.2,74.6,17.0,19.8,12.5,14.2,13.4,79.2,1,8,57.1,51,81.3,0,39.6,48.8,22.0,62.4,34.4,44.8,28.4,24.8,48.158640226628904,67.11864406779662,41.390728476821195,54.826254826254825,58.00865800865801,38.15,53.900585121231906,42.87517553636957,Needs Improvement,7,4,0,polity,22.0,economy,62.4,7.39227164420165,8.575035107273914,185.14000000000001,70.23185516287745,27.124824463630432,2,54.249648927260864,69.2,244.79999999999998,3.426,33.6,177.6,Low,Medium,0.383436262078994,1,1,2,0,1,1,0,1,1,0
793,27,Female,81,Science,36,11.1,89,6,5,0,0,1,0,18.9,18.6,16.8,15.1,17.4,15.8,9.3,18.3,132.1,21.9,17.7,12.0,6.7,17.2,79.5,1,7,68.0,28,32.2,1,75.6,74.4,67.2,60.4,69.6,63.2,37.2,73.2,62.03966005665722,60.0,39.735099337748345,25.86872586872587,74.45887445887445,65.1,52.42047194440117,61.29614158332034,Good,1,0,1,currentaffairs,37.2,history,75.6,5.065796825067797,0.6810682398146705,155.8742857142857,74.93740783447186,8.703858416679658,0,17.407716833359316,50.1,310.8,4.08,77.7,399.59999999999997,Low,Low,0.6798485974182535,0,1,4,1,1,1,1,0,0,0
794,34,Female,88,Science,12,7.0,60,6,1,1,0,0,1,11.4,14.5,12.1,7.9,8.3,7.0,10.5,7.2,79.6,28.1,16.4,11.1,17.3,17.3,90.5,1,3,80.9,18,74.2,0,45.6,58.0,48.4,31.6,33.2,28.0,42.0,28.8,79.60339943342777,55.59322033898305,36.75496688741722,66.7953667953668,74.89177489177489,39.45,62.72774566939395,46.433323700818185,Average,7,4,0,environment,28.0,geography,58.0,5.804165462602273,0.7612020278822653,116.24857142857142,81.3087160451858,23.566676299181815,4,47.13335259836363,77.55000000000001,126.0,4.854,49.0,84.0,Low,Medium,0.4408338966257169,0,0,4,0,1,0,1,0,1,0
795,23,Male,92,Engineering,37,9.2,84,6,5,1,0,0,1,15.3,15.0,15.7,12.6,19.9,12.7,14.2,15.9,119.4,26.2,14.5,4.6,20.9,13.4,80.8,1,5,67.3,25,74.1,1,61.2,60.0,62.8,50.4,79.6,50.8,56.8,63.6,74.22096317280453,49.152542372881356,15.2317880794702,80.69498069498069,58.00865800865801,60.650000000000006,55.46178646575896,59.09353593972769,Average,0,0,1,economy,50.4,sciencetech,79.6,5.793483915659578,0.6952180698791492,84.2942857142857,86.44655662695988,10.906464060272313,3,21.812928120544626,70.69999999999999,229.99999999999997,4.037999999999999,64.39999999999999,340.4,Low,Low,0.6470816436063744,1,0,2,1,1,1,1,0,1,0
796,33,Male,68,Science,13,3.4,89,9,2,1,0,1,1,14.6,9.6,10.3,6.8,11.4,7.2,14.0,13.0,84.3,14.2,21.7,20.4,11.9,13.6,79.5,1,3,43.9,22,34.7,0,58.4,38.4,41.2,27.2,45.6,28.8,56.0,52.0,40.226628895184135,73.5593220338983,67.54966887417218,45.94594594594595,58.87445887445887,43.45,57.23120492473189,47.58436147741956,Average,5,2,0,economy,27.2,history,58.4,10.814627608504445,0.528715127526884,138.28285714285715,77.76588462828292,22.415638522580437,5,44.831277045160874,39.3,74.8,3.951,23.8,44.199999999999996,Low,Medium,0.4598261452192042,1,1,4,0,1,0,1,0,1,0
797,33,Female,90,Arts,13,9.3,25,9,2,1,1,0,0,10.8,12.4,12.0,7.6,7.0,17.9,13.0,12.8,92.6,33.2,15.8,7.1,15.2,6.0,74.0,1,7,69.1,18,58.7,0,43.2,49.6,48.0,30.4,28.0,71.6,52.0,51.2,94.05099150141645,53.559322033898304,23.509933774834437,58.68725868725869,25.97402597402597,46.75,51.15630639428677,48.071891918286035,Average,5,2,0,sciencetech,28.0,environment,71.6,4.667173972649129,1.8489189199340783,186.57999999999996,70.0003215744284,21.928108081713965,5,43.85621616342793,63.9,167.4,6.218999999999999,65.10000000000001,120.9,Low,Medium,0.46790903883885554,0,0,0,0,1,1,0,0,1,1
798,22,Male,62,Science,23,6.8,71,7,2,1,1,1,1,14.7,13.0,13.9,9.2,10.1,10.8,12.3,10.3,91.5,15.7,16.3,22.8,12.9,15.5,85.7,1,3,41.3,29,92.9,0,58.8,52.0,55.6,36.8,40.4,43.2,49.2,41.2,44.47592067988669,55.2542372881356,75.49668874172187,49.80694980694981,67.0995670995671,47.15,58.42667272325222,50.533001816975656,Average,5,0,0,economy,36.8,history,58.8,6.478589976535341,0.7018472474579952,62.64857142857143,89.92691072634476,19.466998183024344,7,38.93399636604869,67.1,197.2,2.891,47.6,156.4,Low,Medium,0.5088824290368216,1,1,4,0,1,0,1,0,1,1
799,32,Female,89,Science,23,4.0,4,8,6,1,1,0,1,9.7,11.3,8.5,9.6,9.4,8.5,8.7,9.0,74.5,19.9,17.5,22.2,11.2,12.5,84.4,1,4,59.2,11,96.7,0,38.8,45.2,34.0,38.4,37.6,34.0,34.8,36.0,56.37393767705382,59.32203389830508,73.50993377483444,43.24324324324324,54.112554112554115,37.35,57.31234054119814,43.33870216235944,Needs Improvement,8,3,0,polity,34.0,geography,45.2,8.667740432471888,8.667740432471888,13.665714285714293,97.80272786993693,26.66129783764056,1,53.32259567528112,77.95,44.0,4.736000000000001,28.0,92.0,Low,Medium,0.390767664689754,0,0,4,0,1,1,0,0,1,1
800,34,Male,73,Science,24,8.7,14,8,4,1,1,0,1,11.9,14.3,11.1,12.7,15.7,14.1,5.4,16.5,105.4,26.3,10.2,6.4,22.7,14.2,82.3,1,6,66.3,26,84.8,1,47.6,57.2,44.4,50.8,62.8,56.4,21.6,66.0,74.5042492917847,34.57627118644068,21.192052980132452,87.64478764478764,61.471861471861466,50.85,55.87784451500139,52.358353354500416,Average,3,1,0,currentaffairs,21.6,artculture,66.0,5.397768387061899,3.4905568903000277,193.02571428571426,68.96393313089457,17.641646645499584,5,35.28329329099917,75.55,226.2,5.303999999999999,60.89999999999999,208.79999999999998,Low,Medium,0.5392251212233065,1,0,4,1,1,1,0,0,1,1
801,30,Male,84,Arts,47,6.2,15,1,1,1,1,1,0,15.2,12.3,17.4,10.6,16.7,11.0,14.4,10.6,105.8,24.1,9.6,4.8,10.5,12.6,61.1,0,6,75.5,30,40.6,0,60.8,49.2,69.6,42.4,66.8,44.0,57.6,42.4,68.27195467422096,32.54237288135593,15.894039735099339,40.54054054054054,54.54545454545454,54.1,42.35887247533426,50.57766174260028,Average,4,0,0,economy,42.4,polity,69.6,7.024675242027816,3.1611038589125173,122.63999999999997,80.28105605042288,19.422338257399723,5,38.844676514799445,58.05,186.0,0.755,43.4,291.40000000000003,Medium,Medium,0.5096265059992183,1,1,0,0,1,1,0,1,1,1
802,24,Female,68,Arts,9,7.3,0,6,5,1,1,1,1,10.4,5.9,14.8,10.0,9.6,7.7,4.4,6.2,68.7,16.6,13.7,13.4,15.0,17.9,81.3,1,8,67.8,37,56.2,0,41.6,23.6,59.2,40.0,38.4,30.8,17.6,24.8,47.025495750708224,46.44067796610169,44.37086092715232,57.91505791505792,77.48917748917748,34.5,54.64825400963953,40.54447620289186,Needs Improvement,7,4,0,currentaffairs,17.6,polity,59.2,4.884876650950826,40.54447620289186,174.02285714285716,72.01934959274895,29.455523797108143,3,58.911047594216285,62.0,270.09999999999997,4.068,51.1,65.7,Low,Medium,0.3474270422152988,0,1,0,0,1,1,0,1,1,1
803,32,Male,74,Arts,19,4.4,15,6,2,1,1,0,0,11.4,10.2,19.0,5.8,11.9,8.1,6.1,7.4,81.9,14.1,12.3,12.3,15.3,15.8,70.4,1,7,48.4,26,42.8,0,45.6,40.8,76.0,23.2,47.6,32.4,24.4,29.6,39.94334277620396,41.694915254237294,40.728476821192054,59.07335907335908,68.3982683982684,39.949999999999996,49.96767246465216,42.955301739395644,Needs Improvement,7,4,1,economy,23.2,polity,76.0,7.954685507295489,2.6847063587122277,296.7514285714286,52.286164489914036,27.044698260604356,3,54.08939652120871,45.599999999999994,114.4,2.904,30.800000000000004,83.60000000000001,Medium,Medium,0.3846999037272698,1,0,0,0,1,1,0,0,1,1
804,28,Male,79,Commerce,4,5.3,36,3,1,0,1,1,1,7.8,3.8,5.9,3.7,7.7,5.7,13.5,4.0,53.2,15.5,13.9,11.6,9.9,0.6,50.0,0,4,91.3,21,75.6,0,31.2,15.2,23.6,14.8,30.8,22.8,54.0,16.0,43.90934844192635,47.11864406779661,38.41059602649007,38.22393822393823,2.5974025974025974,26.05,34.05198587151078,28.450595761453233,Needs Improvement,7,7,0,economy,14.8,currentaffairs,54.0,4.515967581183053,0.7689350205798171,170.3057142857143,72.61701863753508,41.54940423854677,1,83.09880847709354,83.44999999999999,111.3,2.739,37.1,21.2,Medium,High,0.19206822831876158,1,1,1,0,1,1,0,0,0,1
805,33,Male,94,Arts,14,6.6,2,8,1,1,0,0,0,13.5,11.1,7.7,4.2,6.6,7.4,6.6,1.8,58.7,18.8,20.9,8.7,9.9,15.1,72.8,1,4,75.8,17,84.1,0,54.0,44.4,30.8,16.8,26.4,29.6,26.4,7.2,53.25779036827196,70.84745762711864,28.807947019867548,38.22393822393823,65.36796536796537,29.450000000000003,51.301019721432354,36.005305916429705,Needs Improvement,7,6,0,artculture,7.2,history,54.0,4.7375402521618035,12.001768638809901,214.5342857142857,65.50562984945722,33.994694083570295,2,67.98938816714059,79.94999999999999,112.19999999999999,6.064,46.199999999999996,92.39999999999999,Low,High,0.28232060831523104,1,0,0,0,1,1,0,0,1,0
806,29,Male,78,Science,44,4.5,51,7,4,1,0,0,1,13.7,15.1,7.8,7.8,17.0,13.3,7.3,11.9,93.7,22.1,17.2,13.0,13.0,11.5,73.6,1,4,57.4,15,91.9,0,54.8,60.4,31.2,31.2,68.0,53.2,29.2,47.6,62.60623229461757,58.30508474576271,43.046357615894046,50.19305019305019,49.78354978354978,46.949999999999996,52.78685492657486,48.70105647797245,Average,4,3,0,currentaffairs,29.2,sciencetech,68.0,8.854737541449536,0.9365587784225471,219.4714285714286,64.7118004033462,21.29894352202755,3,42.5978870440551,74.65,67.5,4.018,31.5,198.0,Low,Medium,0.47836445985360243,1,0,4,0,1,1,1,0,1,0
807,27,Male,68,Medical,20,11.5,46,0,6,1,1,1,1,14.8,13.6,9.7,17.8,12.3,11.9,13.3,13.0,104.7,21.2,18.1,9.5,15.2,14.1,76.2,1,6,93.1,27,90.2,1,59.2,54.4,38.8,71.2,49.2,47.6,53.2,52.0,60.05665722379604,61.35593220338984,31.456953642384107,58.68725868725869,61.038961038961034,53.199999999999996,54.519152559157945,53.595745767747374,Average,3,0,0,polity,38.8,economy,71.2,4.28765966141979,1.1403350163350505,88.22857142857144,85.81397378709016,16.404254232252626,6,32.80850846450525,91.65,310.5,0.0,80.5,230.0,Low,Medium,0.5596437555064595,1,1,3,1,1,1,0,0,1,1
